2,1629470,1,267.540208,0,874694210,1421219827456,0,3106,0,1,36,2278978
2,1449778,1,294.290363,0,2619524674,1421219827456,1099,3106,0,1,37,2278978
2,1449564,1,296.874963,0,4364355138,1421219827456,1099,3106,0,1,37,2278978
2,1436865,1,300.628610,0,6109185602,1421219827456,1099,3106,0,1,38,2278978
2,1444506,1,299.627943,0,7854016066,1421219827456,1099,3106,0,1,39,2278978
2,1455312,1,297.773452,0,9598846530,1421219827456,1099,3106,0,1,39,2278978
2,1472446,1,294.551794,0,11343676994,1421219827456,1099,3106,0,1,39,2278978
2,1467217,1,295.802281,0,13088507458,1421219827456,1099,3106,0,1,40,2278978
2,1463846,1,296.635516,0,14833337922,1421219827456,1099,3106,0,1,40,2278978
2,1455005,1,298.566150,0,16578168386,1421219827456,1099,3106,0,1,41,2278978
2,1449310,1,299.839887,0,18322998850,1421219827456,1099,3106,0,1,41,2278978
2,1442168,1,301.411317,0,20067829314,1421219827456,1205,3106,0,1,42,2278978
2,1438792,1,302.104442,0,21812659778,1421219827456,1205,3106,0,1,42,2278978
2,1434087,1,303.161853,0,23557490242,1421219827456,1205,3106,0,1,42,2278978
2,1430444,1,303.989456,0,25302320706,1421219827456,1205,3106,0,1,43,2278978
2,1429144,1,304.314031,0,27047151170,1421219827456,1205,3106,0,1,43,2278978
2,1425486,1,305.140196,0,28791981634,1421219827456,1205,3106,0,1,43,2278978
2,1422837,1,305.741533,0,30536812098,1421219827456,1211,3106,0,1,43,2278978
2,1421021,1,306.166506,0,32281642562,1421219827456,1211,3106,0,1,44,2278978
2,1418969,1,306.639828,0,34026473026,1421219827456,1211,3106,0,1,44,2278978
2,1417246,1,307.040713,0,35771303490,1421219827456,1211,3106,0,1,44,2278978
2,1414292,1,307.710173,0,37516133954,1421219827456,1211,3106,0,1,44,2278978
2,1412246,1,308.180290,0,39260964418,1421219827456,1211,3106,0,1,44,2278978
2,1411260,1,308.405317,0,41005794882,1421219827456,1223,3106,0,1,45,2278978
2,1408655,1,308.996405,0,42750625346,1421219827456,1223,3106,0,1,45,2278978
2,1405600,1,309.686931,0,44495455810,1421219827456,1223,3106,0,1,45,2278978
2,1403154,1,310.240594,0,45804078658,1421219827456,1223,3106,0,1,45,2278978
2,1401286,1,310.670081,0,47548909122,1421219827456,1223,3106,0,1,45,2278978
2,1398458,1,311.309828,0,48857531970,1421219827456,1223,3106,0,1,45,2278978
2,1396282,1,311.806304,0,50166154818,1421219827456,1223,3106,0,1,45,2278978
2,1392886,1,312.552305,0,51910985282,1421219827456,1223,3106,0,1,46,2278978
2,1391583,1,312.856866,0,53655815746,1421219827456,1223,3106,0,1,46,2278978
2,1387252,1,313.844295,0,54964438594,1421219827456,1223,3106,0,1,46,2278978
2,1380773,1,315.323629,0,56709269058,1421219827456,1223,3106,0,1,46,2278978
2,1378414,1,316.163625,0,58454099522,1421219827456,1223,3106,0,1,46,2278978
2,1374639,1,317.033527,0,59762722370,1421219827456,1223,3106,0,1,46,2278978
2,1366088,1,319.020671,0,61071345218,1421219827456,1223,3106,0,1,46,2278978
2,1361997,1,319.979647,0,62379968066,1421219827456,1223,3106,0,1,46,2278978
2,1357524,1,321.037211,0,64124798530,1421219827456,1223,3106,0,1,46,2278978
2,1355706,1,321.467759,0,65869628994,1421219827456,1224,3106,0,1,46,2278978
2,1354093,1,321.850539,0,67614459458,1421219827456,1224,3106,0,1,46,2278978
2,1345177,1,323.985416,0,68923082306,1421219827456,1224,3106,0,1,46,2278978
2,1337382,1,325.875760,0,70231705154,1421219827456,1224,3106,0,1,46,2278978
2,1331599,1,327.292663,0,71540328002,1421219827456,1224,3106,0,1,47,2278978
2,1328420,1,328.075698,0,72848950850,1421219827456,1224,3106,0,1,47,2278978
2,1326105,1,328.648096,0,74593781314,1421219827456,1224,3106,0,1,47,2278978
2,1326888,1,328.486456,0,76338611778,1421219827456,1224,3106,0,1,47,2278978
2,1325918,1,328.726735,0,78083442242,1421219827456,1224,3106,0,1,47,2278978
2,1329172,1,327.922019,0,79828272706,1421219827456,1224,3106,0,1,47,2278978
2,1329891,1,327.744049,0,81573103170,1421219827456,1224,3106,0,1,47,2278978
2,1327517,1,328.329575,0,82881726018,1421219827456,1224,3106,0,1,47,2278978
2,1324814,1,327.768634,851991,84422758290,1421219827456,1341,3106,0,1,47,4657042
2,1325373,1,327.209132,851991,86167588754,1421219827456,1341,3106,0,1,47,4657042
2,1325007,1,327.291971,851991,87912419218,1421219827456,1347,3106,0,1,47,4657042
2,1326797,1,326.849267,851991,89657249682,1421219827456,1347,3106,0,1,47,4657042
2,1325802,1,327.094941,851991,91402080146,1421219827456,1347,3106,0,1,47,4657042
2,1329205,1,326.254681,851991,93146910610,1421219827456,1347,3106,0,1,47,4657042
2,1333090,1,325.299956,851991,94891741074,1421219827456,1347,3106,0,1,47,4657042
2,1335161,1,324.801972,851991,96636571538,1421219827456,1347,3106,0,1,47,4657042
2,1336706,1,324.425126,851991,98381402002,1421219827456,1347,3106,0,1,47,4657042
2,1337981,1,324.114225,851991,100126232466,1421219827456,1347,3106,0,1,47,4657042
2,1338463,1,323.997378,851991,101871062930,1421219827456,1347,3106,0,1,47,4657042
2,1339445,1,323.759504,851991,103615893394,1421219827456,1347,3106,0,1,47,4657042
2,1340665,1,323.443313,851991,105360723858,1421219827456,1399,3106,0,1,47,4657042
2,1342679,1,322.983701,851991,107105554322,1421219827456,1399,3106,0,1,48,4657042
2,1344109,1,322.639609,851991,108850384786,1421219827456,1399,3106,0,1,48,4657042
2,1347127,1,321.915776,851991,110595215250,1421219827456,1400,3106,0,1,47,4657042
2,1349003,1,321.435874,851991,112340045714,1421219827456,1400,3106,0,1,48,4657042
2,1350745,1,321.020732,851991,114084876178,1421219827456,1400,3106,0,1,48,4657042
2,1355448,1,319.897283,851991,115829706642,1421219827456,1407,3106,0,1,48,4657042
2,1360829,1,318.628605,851991,117574537106,1421219827456,1407,3106,0,1,48,4657042
2,1361208,1,318.539123,851991,119319367570,1421219827456,1407,3106,0,1,48,4657042
2,1361892,1,318.378327,851991,120627990418,1421219827456,1407,3106,0,1,48,4657042
2,1355687,1,319.839774,851991,122372820882,1421219827456,1407,3106,0,1,48,4657042
2,1361298,1,318.517726,851991,124117651346,1421219827456,1409,3106,0,1,48,4657042
2,1369071,1,316.704000,851991,125862481810,1421219827456,1409,3106,0,1,48,4657042
2,1376198,1,315.060330,851991,127607312274,1421219827456,1409,3106,0,1,48,4657042
2,1379353,1,314.340347,851991,129352142738,1421219827456,1409,3106,0,1,48,4657042
2,1373201,1,315.750117,851991,131096973202,1421219827456,1409,3106,0,1,48,4657042
2,1372909,1,315.817418,851991,132841803666,1421219827456,1409,3106,0,1,48,4657042
2,1368710,1,316.787835,851991,134150426514,1421219827456,1409,3106,0,1,48,4657042
2,1363113,1,318.043616,851991,135459049362,1421219827456,1409,3106,0,1,48,4657042
2,1360589,1,318.635259,851991,136767672210,1421219827456,1409,3106,0,1,48,4657042
2,1359841,1,318.811765,851991,138512502674,1421219827456,1409,3106,0,1,48,4657042
2,1357902,1,319.269616,851991,139821125522,1421219827456,1409,3106,0,1,48,4657042
2,1354744,1,321.643265,851991,141129748370,1421219827456,1409,3106,0,1,48,4657042
2,1353371,1,321.969394,851991,142438371218,1421219827456,1409,3106,0,1,48,4657042
2,1351554,1,322.408889,851991,143746994066,1421219827456,1409,3106,0,1,48,4657042
2,1341184,1,324.903943,851991,145055616914,1421219827456,1409,3106,0,1,48,4657042
2,1338341,1,325.594738,851991,146364239762,1421219827456,1409,3106,0,1,48,4657042
2,1335192,1,326.363067,851991,148109070226,1421219827456,1409,3106,0,1,48,4657042
2,1331142,1,327.356728,851991,149853900690,1421219827456,1409,3106,0,1,48,4657042
2,1329764,1,327.696189,851991,151598731154,1421219827456,1409,3106,0,1,48,4657042
2,1323441,1,329.263257,851991,152907354002,1421219827456,1409,3106,0,1,48,4657042
2,1315953,1,331.137434,851991,154215976850,1421219827456,1409,3106,0,1,48,4657042
2,1309920,1,332.664204,851991,155524599698,1421219827456,1409,3106,0,1,48,4657042
2,1305082,1,333.897564,851991,156833222546,1421219827456,1409,3106,0,1,48,4657042
2,1302487,1,334.562776,851991,158141845394,1421219827456,1409,3106,0,1,48,4657042
2,1305017,1,333.915499,851991,159886675858,1421219827456,1409,3106,0,1,48,4657042
10,1302875,1,334.483750,851991,161631506322,1421219827456,1409,3106,0,1,48,4657042
10,1302596,1,334.554650,851991,162067713938,1421219827456,1409,3106,0,1,48,4657042
